investor_id,num_sips,avg_gap_days,avg_amount,total_sip,at_risk
INV002277,7,67.3,8365.42857142857,58558,True
INV002280,7,71.7,6867.142857142857,48070,True
INV002282,6,53.2,15078.0,90468,True
INV002284,6,85.0,18936.0,113616,True
INV002290,6,61.6,8174.833333333333,49049,True
INV002294,8,48.7,11708.625,93669,True
INV002295,7,64.5,13906.857142857143,97348,True
INV002298,6,23.2,13212.166666666666,79273,False
INV002304,10,42.6,8883.7,88837,True
INV002315,7,71.8,10224.857142857143,71574,True
INV002319,7,60.0,11039.714285714286,77278,True
INV002322,6,63.4,9111.5,54669,True
INV002327,6,76.4,2989.3333333333335,17936,True
INV002329,7,57.0,13523.0,94661,True
INV002342,6,74.2,7189.0,43134,True
INV002343,9,57.8,10820.888888888889,97388,True
INV002347,9,40.5,3390.777777777778,30517,True
INV002348,6,94.4,7222.5,43335,True
INV002349,6,52.2,5297.666666666667,31786,True
INV002351,6,77.2,11006.5,66039,True
INV002357,7,68.3,11092.57142857143,77648,True
INV002360,9,56.1,16429.777777777777,147868,True
INV002361,6,55.4,20522.5,123135,True
INV002367,7,52.5,7472.714285714285,52309,True
INV002368,7,61.2,5243.714285714285,36706,True
INV002369,6,60.0,23724.666666666668,142348,True
INV002370,7,70.2,12839.42857142857,89876,True
INV002372,6,95.2,9195.0,55170,True
INV002373,8,70.1,22172.125,177377,True
INV002374,6,21.2,14520.0,87120,False
INV002384,10,39.1,10729.7,107297,True
INV002388,6,33.2,18252.833333333332,109517,False
INV002389,10,50.8,3740.1,37401,True
INV002390,6,47.0,15123.5,90741,True
INV002391,6,40.2,9875.0,59250,True
INV002395,6,97.0,9768.333333333334,58610,True
INV002400,9,55.4,4112.0,37008,True
INV002401,8,59.1,3867.625,30941,True
INV002402,7,47.2,13089.0,91623,True
INV002407,7,47.8,9855.857142857143,68991,True
INV002409,8,55.6,11102.875,88823,True
INV002413,8,53.0,7996.75,63974,True
INV002415,8,57.4,12105.125,96841,True
INV002417,7,83.3,18104.14285714286,126729,True
INV002418,6,91.6,5825.333333333333,34952,True
INV002420,6,72.8,9098.0,54588,True
INV002422,10,50.3,7801.5,78015,True
INV002429,6,78.6,15847.0,95082,True
INV002434,6,88.2,6403.5,38421,True
INV002437,7,49.2,25765.0,180355,True
INV002445,8,38.1,11658.125,93265,True
INV002453,7,63.0,10973.57142857143,76815,True
INV002458,6,72.4,13438.0,80628,True
INV002459,8,53.7,5030.25,40242,True
INV002463,6,95.4,7298.666666666667,43792,True
INV002464,6,35.4,8395.333333333334,50372,True
INV002466,7,80.7,13802.714285714286,96619,True
INV002467,8,38.9,25007.25,200058,True
INV002471,6,56.4,10892.5,65355,True
INV002475,10,49.7,6514.0,65140,True
INV002476,6,86.0,12475.166666666666,74851,True
INV002485,6,70.4,9764.666666666666,58588,True
INV002490,8,70.0,27734.5,221876,True
INV002495,6,82.2,10768.166666666666,64609,True
INV002496,6,53.0,4723.5,28341,True
INV002497,8,67.3,13201.625,105613,True
INV002508,9,51.6,14283.0,128547,True
INV002509,10,33.7,11777.9,117779,False
INV002510,7,64.3,11857.285714285714,83001,True
INV002521,6,74.6,7773.0,46638,True
INV002527,7,49.7,1349.142857142857,9444,True
INV002530,8,71.4,9263.875,74111,True
INV002531,7,76.3,4407.714285714285,30854,True
INV002543,7,74.7,12909.714285714286,90368,True
INV002547,6,89.0,3321.1666666666665,19927,True
INV002552,10,48.2,11749.6,117496,True
INV002554,7,49.7,7287.285714285715,51011,True
INV002555,7,72.0,12522.142857142857,87655,True
INV002557,7,67.2,4655.571428571428,32589,True
INV002558,6,97.6,8667.0,52002,True
INV002560,6,95.2,4322.333333333333,25934,True
INV002563,6,65.8,3029.8333333333335,18179,True
INV002567,6,82.0,8630.0,51780,True
INV002568,8,61.6,17298.0,138384,True
INV002570,7,62.0,3756.5714285714284,26296,True
INV002572,8,55.7,15845.0,126760,True
INV002574,6,79.4,16367.333333333334,98204,True
INV002575,9,56.1,17268.777777777777,155419,True
INV002579,6,40.8,22776.0,136656,True
INV002582,6,77.4,3055.5,18333,True
INV002585,6,65.0,7815.666666666667,46894,True
INV002586,6,87.2,12217.333333333334,73304,True
INV002590,10,50.2,15105.6,151056,True
INV002591,6,52.2,4949.166666666667,29695,True
INV002594,6,94.0,16481.833333333332,98891,True
INV002598,9,51.4,13466.444444444445,121198,True
INV002602,8,66.0,11926.75,95414,True
INV002606,6,89.6,12277.666666666666,73666,True
INV002613,8,65.0,2981.125,23849,True
INV002622,7,76.7,9166.714285714286,64167,True
INV002627,6,85.0,6768.166666666667,40609,True
INV002628,6,77.0,7102.666666666667,42616,True
INV002632,8,65.6,8803.75,70430,True
INV002640,7,70.0,9561.142857142857,66928,True
INV002643,6,74.2,5390.5,32343,True
INV002645,7,45.2,12811.57142857143,89681,True
INV002654,8,61.9,12141.375,97131,True
INV002659,7,62.3,13796.42857142857,96575,True
INV002666,7,53.2,7258.142857142857,50807,True
INV002671,7,77.2,17346.571428571428,121426,True
INV002673,8,65.0,25660.875,205287,True
INV002674,6,75.8,18316.0,109896,True
INV002675,8,63.9,13030.875,104247,True
INV002681,7,83.7,11116.142857142857,77813,True
INV002684,6,80.6,13507.833333333334,81047,True
INV002688,9,37.0,14174.111111111111,127567,True
INV002689,8,50.0,9848.75,78790,True
INV002693,7,45.8,23834.714285714286,166843,True
INV002697,7,55.3,8743.857142857143,61207,True
INV002700,7,79.8,5784.0,40488,True
INV002704,8,59.1,9432.25,75458,True
INV002705,8,22.6,6686.625,53493,False
INV002706,6,73.6,11614.0,69684,True
INV002711,8,65.6,9203.5,73628,True
INV002712,11,46.8,9284.454545454546,102129,True
INV002722,6,61.4,6146.0,36876,True
INV002723,9,37.8,4953.888888888889,44585,True
INV002724,6,76.6,15783.5,94701,True
INV002726,8,45.6,5152.75,41222,True
INV002732,8,70.7,12106.75,96854,True
INV002733,8,51.6,7053.0,56424,True
INV002735,7,68.2,12662.142857142857,88635,True
INV002736,6,70.6,10792.833333333334,64757,True
INV002737,8,58.4,12784.875,102279,True
INV002743,6,88.2,6810.833333333333,40865,True
INV002744,10,52.9,6496.7,64967,True
INV002746,8,68.0,6096.125,48769,True
INV002750,6,72.4,9129.666666666666,54778,True
INV002751,7,41.5,13616.285714285714,95314,True
INV002758,6,81.0,16720.333333333332,100322,True
INV002761,6,80.6,10183.5,61101,True
INV002766,6,70.6,12268.666666666666,73612,True
INV002767,7,55.3,7848.0,54936,True
INV002769,7,82.0,21410.0,149870,True
INV002772,7,74.5,8569.142857142857,59984,True
INV002779,6,64.2,20108.833333333332,120653,True
INV002783,7,64.0,9081.42857142857,63570,True
INV002786,7,76.3,13484.42857142857,94391,True
INV002793,7,59.3,10441.57142857143,73091,True
INV002794,7,56.2,8869.142857142857,62084,True
INV002799,6,70.8,12955.333333333334,77732,True
INV002800,7,63.5,13252.42857142857,92767,True
INV002803,7,64.8,4705.142857142857,32936,True
INV002804,8,59.9,6330.125,50641,True
INV002808,7,59.7,16397.428571428572,114782,True
INV002809,6,81.4,4665.333333333333,27992,True
INV002810,8,32.3,24797.75,198382,False
INV002813,7,49.0,8419.714285714286,58938,True
INV002822,7,53.0,11389.0,79723,True
INV002824,7,71.8,18489.14285714286,129424,True
INV002826,6,61.6,2806.8333333333335,16841,True
INV002827,6,73.6,5271.666666666667,31630,True
INV002828,6,80.0,4082.6666666666665,24496,True
INV002831,6,40.2,6852.333333333333,41114,True
INV002835,7,82.3,9513.857142857143,66597,True
INV002838,8,56.7,10673.75,85390,True
INV002841,6,43.4,11028.166666666666,66169,True
INV002843,8,43.1,4971.5,39772,True
INV002847,10,52.7,5497.1,54971,True
INV002850,7,53.2,8602.285714285714,60216,True
INV002852,6,75.8,12121.833333333334,72731,True
INV002859,7,76.5,14572.857142857143,102010,True
INV002863,6,74.4,10690.166666666666,64141,True
INV002865,6,37.2,16834.5,101007,True
INV002870,6,48.2,7827.5,46965,True
INV002872,6,85.6,7791.5,46749,True
INV002873,6,98.2,17248.0,103488,True
INV002879,7,72.2,9602.714285714286,67219,True
INV002881,6,43.6,12311.666666666666,73870,True
INV002883,6,96.0,21329.666666666668,127978,True
INV002886,7,44.3,15994.0,111958,True
INV002891,8,72.7,11482.0,91856,True
INV002893,9,50.0,7462.555555555556,67163,True
INV002900,6,64.2,12399.166666666666,74395,True
INV002903,6,89.6,5690.833333333333,34145,True
INV002904,7,49.3,3051.714285714286,21362,True
INV002905,6,73.0,6954.0,41724,True
INV002906,6,41.2,14763.0,88578,True
INV002909,7,82.3,11163.857142857143,78147,True
INV002912,6,97.0,13747.833333333334,82487,True
INV002913,7,73.7,11975.42857142857,83828,True
INV002915,8,49.3,14454.75,115638,True
INV002921,7,53.3,21543.571428571428,150805,True
INV002927,8,40.3,10592.625,84741,True
INV002935,7,48.0,7182.857142857143,50280,True
INV002937,7,67.2,19624.428571428572,137371,True
INV002939,7,60.5,7445.142857142857,52116,True
INV002942,9,55.5,9457.555555555555,85118,True
INV002945,8,65.0,14958.25,119666,True
INV002947,7,64.2,5073.142857142857,35512,True
INV002950,8,45.9,6589.75,52718,True
INV002951,7,51.8,5876.428571428572,41135,True
INV002961,7,84.7,16667.285714285714,116671,True
INV002974,7,51.3,13066.714285714286,91467,True
INV002984,6,91.0,8193.0,49158,True
INV002989,6,86.6,16166.833333333334,97001,True
INV002994,7,58.2,15650.42857142857,109553,True
INV003000,7,67.0,7796.714285714285,54577,True
INV003003,9,58.2,4816.0,43344,True
INV003005,8,53.1,11574.75,92598,True
INV003007,9,48.2,5632.0,50688,True
INV003009,9,38.1,4960.222222222223,44642,True
INV003011,7,64.2,7034.714285714285,49243,True
INV003014,6,82.4,33834.833333333336,203009,True
INV003015,7,54.7,16307.57142857143,114153,True
INV003018,6,49.2,8076.833333333333,48461,True
INV003022,6,69.6,18165.0,108990,True
INV003024,6,44.2,8258.166666666666,49549,True
INV003025,8,35.3,8943.25,71546,True
INV003028,6,91.4,12945.666666666666,77674,True
INV003034,6,73.4,15455.166666666666,92731,True
INV003036,8,57.7,16846.75,134774,True
INV003037,7,79.5,6057.0,42399,True
INV003040,6,74.0,8527.0,51162,True
INV003043,7,73.8,11163.142857142857,78142,True
INV003044,7,71.2,8701.857142857143,60913,True
INV003045,6,36.2,5398.666666666667,32392,True
INV003047,8,70.1,17135.375,137083,True
INV003054,7,78.7,10892.714285714286,76249,True
INV003060,7,79.0,9933.42857142857,69534,True
INV003063,7,57.8,3902.1428571428573,27315,True
INV003070,9,54.5,12976.666666666666,116790,True
INV003074,6,74.8,13161.166666666666,78967,True
INV003075,8,57.4,21141.5,169132,True
INV003078,7,69.2,7882.285714285715,55176,True
INV003082,8,46.4,5028.5,40228,True
INV003083,6,66.4,6364.833333333333,38189,True
INV003089,6,65.0,12126.666666666666,72760,True
INV003091,9,50.9,3999.222222222222,35993,True
INV003095,6,86.6,10708.0,64248,True
INV003097,8,62.7,18909.25,151274,True
INV003105,7,65.5,17347.571428571428,121433,True
INV003112,6,91.6,11350.833333333334,68105,True
INV003113,8,66.9,14446.5,115572,True
INV003115,6,48.0,17302.333333333332,103814,True
INV003117,8,66.6,9290.75,74326,True
INV003134,7,76.8,15972.142857142857,111805,True
INV003139,7,55.2,11336.714285714286,79357,True
INV003140,8,57.0,5909.125,47273,True
INV003141,7,67.5,12561.0,87927,True
INV003144,7,82.5,7810.142857142857,54671,True
INV003146,9,59.5,12926.666666666666,116340,True
INV003151,6,81.0,6381.666666666667,38290,True
INV003153,7,40.7,11814.714285714286,82703,True
INV003158,9,55.6,10607.333333333334,95466,True
INV003161,6,77.4,7645.0,45870,True
INV003169,6,62.6,5170.0,31020,True
INV003178,6,56.4,6580.0,39480,True
INV003179,9,56.2,7145.444444444444,64309,True
INV003185,6,65.2,13045.833333333334,78275,True
INV003187,9,58.2,5667.555555555556,51008,True
INV003189,9,55.1,3835.4444444444443,34519,True
INV003191,6,76.8,5327.833333333333,31967,True
INV003193,6,96.6,10892.166666666666,65353,True
INV003196,7,80.3,4921.142857142857,34448,True
INV003205,7,67.7,7233.571428571428,50635,True
INV003210,6,72.2,3141.8333333333335,18851,True
INV003211,7,69.0,10469.285714285714,73285,True
INV003214,6,59.8,9683.333333333334,58100,True
INV003215,7,60.8,4414.285714285715,30900,True
INV003219,6,57.2,18606.666666666668,111640,True
INV003221,7,61.2,26940.14285714286,188581,True
INV003222,7,81.5,6703.428571428572,46924,True
INV003223,8,67.7,14467.875,115743,True
INV003228,7,70.2,12619.0,88333,True
INV003230,7,67.5,8565.714285714286,59960,True
INV003231,7,83.0,8744.57142857143,61212,True
INV003234,6,96.6,7654.333333333333,45926,True
INV003236,9,51.1,13384.888888888889,120464,True
INV003242,7,61.0,8631.42857142857,60420,True
INV003247,6,84.6,15830.333333333334,94982,True
INV003252,6,67.6,17165.0,102990,True
INV003256,7,51.0,13535.0,94745,True
INV003257,6,61.8,24308.0,145848,True
INV003260,6,89.4,11064.0,66384,True
INV003262,6,85.2,23337.0,140022,True
INV003267,6,74.4,3470.8333333333335,20825,True
INV003271,7,61.2,5538.428571428572,38769,True
INV003273,8,60.1,24386.875,195095,True
INV003277,8,53.7,10158.5,81268,True
INV003279,9,63.4,17308.222222222223,155774,True
INV003289,7,64.8,15023.57142857143,105165,True
INV003300,6,64.8,15376.333333333334,92258,True
INV003301,9,59.4,20349.0,183141,True
INV003304,10,44.2,13531.5,135315,True
INV003308,9,56.8,14796.888888888889,133172,True
INV003310,6,80.8,5646.333333333333,33878,True
INV003311,9,48.0,4796.777777777777,43171,True
INV003314,7,73.5,25592.714285714286,179149,True
INV003317,8,44.1,9442.5,75540,True
INV003320,8,45.3,13392.625,107141,True
INV003325,6,101.0,7141.0,42846,True
INV003329,6,89.0,18867.333333333332,113204,True
INV003336,7,72.3,19265.714285714286,134860,True
INV003338,9,37.5,17106.0,153954,True
INV003344,6,86.6,5161.0,30966,True
INV003350,6,92.4,4654.833333333333,27929,True
INV003351,6,54.0,17400.0,104400,True
INV003352,8,68.1,14247.0,113976,True
INV003357,6,62.4,9337.0,56022,True
INV003360,8,59.4,8300.125,66401,True
INV003370,7,63.3,11742.714285714286,82199,True
INV003372,6,59.4,5170.0,31020,True
INV003374,7,56.5,7006.142857142857,49043,True
INV003375,8,52.7,16940.5,135524,True
INV003376,6,85.8,13434.833333333334,80609,True
INV003379,7,75.2,7619.285714285715,53335,True
INV003380,6,72.4,5957.333333333333,35744,True
INV003382,6,34.2,11737.166666666666,70423,False
INV003391,6,56.6,12614.833333333334,75689,True
INV003393,8,63.7,9193.125,73545,True
INV003395,6,79.0,9360.0,56160,True
INV003398,8,55.4,5908.375,47267,True
INV003403,6,56.6,8420.333333333334,50522,True
INV003404,8,50.3,10079.625,80637,True
INV003405,8,41.0,11875.875,95007,True
INV003406,8,59.0,13115.25,104922,True
INV003407,8,57.4,6446.375,51571,True
INV003422,7,84.7,12130.0,84910,True
INV003424,7,73.2,8646.0,60522,True
INV003427,6,84.2,19619.5,117717,True
INV003430,6,73.4,9119.166666666666,54715,True
INV003431,6,51.4,10910.166666666666,65461,True
INV003432,7,61.3,9115.57142857143,63809,True
INV003435,7,73.8,13477.0,94339,True
INV003437,6,91.2,7271.166666666667,43627,True
INV003448,7,74.5,3151.0,22057,True
INV003450,10,47.7,14075.9,140759,True
INV003455,7,35.5,11390.285714285714,79732,True
INV003457,7,60.5,10753.285714285714,75273,True
INV003458,8,67.9,4489.125,35913,True
INV003459,6,59.4,7106.0,42636,True
INV003473,6,95.8,6676.333333333333,40058,True
INV003475,9,56.0,8393.555555555555,75542,True
INV003478,9,56.6,15094.777777777777,135853,True
INV003479,8,65.7,11341.25,90730,True
INV003480,6,82.4,6292.0,37752,True
INV003484,6,73.8,18042.666666666668,108256,True
INV003487,6,70.6,16008.5,96051,True
INV003491,9,59.1,6464.555555555556,58181,True
INV003492,6,90.8,6665.0,39990,True
INV003495,10,49.2,7643.9,76439,True
INV003506,7,67.0,3976.285714285714,27834,True
INV003509,9,60.9,10202.666666666666,91824,True
INV003511,8,65.6,8945.0,71560,True
INV003514,6,74.2,15116.5,90699,True
INV003518,6,67.8,6473.833333333333,38843,True
INV003521,6,89.0,7757.833333333333,46547,True
INV003524,7,64.2,10677.0,74739,True
INV003526,6,88.2,5079.666666666667,30478,True
INV003528,9,58.6,15913.555555555555,143222,True
INV003530,6,51.0,13014.0,78084,True
INV003531,6,76.4,11913.333333333334,71480,True
INV003534,8,52.7,6688.5,53508,True
INV003545,6,90.0,5761.5,34569,True
INV003556,6,77.6,6297.333333333333,37784,True
INV003557,6,66.4,8223.833333333334,49343,True
INV003558,7,39.2,10865.142857142857,76056,True
INV003559,10,48.3,13183.6,131836,True
INV003562,7,80.5,11053.0,77371,True
INV003564,8,71.0,24510.0,196080,True
INV003580,7,72.2,9200.857142857143,64406,True
INV003581,8,51.3,4912.0,39296,True
INV003582,7,49.3,10605.714285714286,74240,True
INV003586,8,54.3,17359.25,138874,True
INV003592,6,75.6,11627.5,69765,True
INV003593,6,78.2,15792.333333333334,94754,True
INV003598,8,68.0,3562.0,28496,True
INV003599,6,50.0,15698.0,94188,True
INV003601,9,45.2,6558.777777777777,59029,True
INV003604,6,90.2,11988.0,71928,True
INV003607,6,70.4,4099.5,24597,True
INV003611,7,68.8,13907.0,97349,True
INV003613,8,67.4,10642.5,85140,True
INV003619,6,72.0,5246.166666666667,31477,True
INV003625,6,62.4,14554.333333333334,87326,True
INV003627,7,59.2,2287.0,16009,True
INV003630,7,52.0,4693.857142857143,32857,True
INV003633,6,78.8,20581.833333333332,123491,True
INV003634,6,47.8,10865.5,65193,True
INV003635,10,47.1,11144.6,111446,True
INV003641,8,67.0,11390.375,91123,True
INV003642,7,53.2,16302.42857142857,114117,True
INV003645,6,95.2,3034.1666666666665,18205,True
INV003649,6,96.8,14389.833333333334,86339,True
INV003650,11,33.9,3969.909090909091,43669,False
INV003654,7,60.5,16100.285714285714,112702,True
INV003655,10,49.8,18019.7,180197,True
INV003658,8,70.7,5544.25,44354,True
INV003660,6,79.0,11241.0,67446,True
INV003669,7,53.5,12862.57142857143,90038,True
INV003670,8,70.9,10382.625,83061,True
INV003672,6,77.2,21623.166666666668,129739,True
INV003673,8,68.9,7984.5,63876,True
INV003678,6,32.8,8297.166666666666,49783,False
INV003681,9,51.0,2889.3333333333335,26004,True
INV003683,6,92.4,14236.0,85416,True
INV003684,6,98.2,8422.666666666666,50536,True
INV003685,6,80.2,23818.666666666668,142912,True
INV003686,6,96.6,11814.833333333334,70889,True
INV003693,7,71.3,14644.857142857143,102514,True
INV003695,7,51.7,4462.285714285715,31236,True
INV003696,6,75.8,18420.333333333332,110522,True
INV003697,7,76.7,13967.714285714286,97774,True
INV003702,7,72.7,14153.42857142857,99074,True
INV003705,6,78.8,19138.0,114828,True
INV003707,6,68.6,25489.0,152934,True
INV003708,7,60.5,3974.714285714286,27823,True
INV003709,6,80.2,8725.666666666666,52354,True
INV003710,6,78.6,14418.666666666666,86512,True
INV003711,6,72.2,14655.0,87930,True
INV003712,6,79.6,10758.5,64551,True
INV003713,7,81.5,17630.85714285714,123416,True
INV003718,6,91.4,13543.666666666666,81262,True
INV003720,6,74.6,3851.6666666666665,23110,True
INV003722,7,50.7,27530.0,192710,True
INV003723,6,61.8,6605.0,39630,True
INV003724,7,68.0,11452.57142857143,80168,True
INV003733,6,88.8,2482.1666666666665,14893,True
INV003734,8,59.0,8731.875,69855,True
INV003735,8,45.9,11011.125,88089,True
INV003736,7,77.2,8422.714285714286,58959,True
INV003738,6,50.6,3551.1666666666665,21307,True
INV003740,7,51.8,17435.428571428572,122048,True
INV003741,7,67.7,7896.428571428572,55275,True
INV003744,6,86.8,3946.0,23676,True
INV003745,6,70.2,4402.333333333333,26414,True
INV003748,8,56.1,5180.875,41447,True
INV003757,7,81.8,7736.0,54152,True
INV003761,8,51.9,3710.125,29681,True
INV003766,8,65.3,11809.375,94475,True
INV003767,9,47.5,14369.666666666666,129327,True
INV003771,10,50.8,11175.7,111757,True
INV003772,9,34.5,3213.5555555555557,28922,False
INV003775,6,74.0,18703.0,112218,True
INV003779,6,76.4,2833.5,17001,True
INV003780,8,57.4,9500.125,76001,True
INV003781,7,64.8,6770.142857142857,47391,True
INV003785,6,74.2,18996.5,113979,True
INV003787,9,63.2,9675.111111111111,87076,True
INV003793,7,72.3,19198.0,134386,True
INV003795,7,67.7,8324.714285714286,58273,True
INV003811,7,78.7,19003.571428571428,133025,True
INV003812,7,50.8,7543.142857142857,52802,True
INV003813,6,82.2,10761.0,64566,True
INV003815,7,72.5,9620.57142857143,67344,True
INV003824,7,71.5,12739.285714285714,89175,True
INV003825,6,81.2,13554.0,81324,True
INV003828,7,30.7,18659.0,130613,False
INV003829,10,48.6,4681.9,46819,True
INV003830,6,71.4,23037.166666666668,138223,True
INV003844,7,68.5,11433.285714285714,80033,True
INV003847,8,50.0,9312.625,74501,True
INV003849,6,77.2,25968.833333333332,155813,True
INV003851,7,57.8,15803.0,110621,True
INV003860,6,46.0,22379.5,134277,True
INV003862,7,60.2,9249.857142857143,64749,True
INV003865,7,85.2,6742.0,47194,True
INV003868,6,87.6,17499.833333333332,104999,True
INV003872,9,45.4,16345.444444444445,147109,True
INV003876,6,77.6,17632.333333333332,105794,True
INV003880,8,68.6,6502.0,52016,True
INV003885,6,71.6,13644.0,81864,True
INV003892,10,55.2,13427.1,134271,True
INV003896,6,82.0,7061.5,42369,True
INV003897,6,71.6,13925.5,83553,True
INV003903,8,50.3,8754.625,70037,True
INV003905,7,62.5,10061.142857142857,70428,True
INV003906,10,55.1,11035.8,110358,True
INV003912,6,68.6,1985.1666666666667,11911,True
INV003913,8,61.4,6519.75,52158,True
INV003916,6,67.2,14143.333333333334,84860,True
INV003920,8,66.9,13822.625,110581,True
INV003936,6,89.6,18545.666666666668,111274,True
INV003938,7,52.5,7711.142857142857,53978,True
INV003940,7,70.7,12690.857142857143,88836,True
INV003943,9,42.5,3870.8888888888887,34838,True
INV003945,7,56.3,15620.285714285714,109342,True
INV003946,7,69.2,9307.57142857143,65153,True
INV003948,7,43.7,17860.428571428572,125023,True
INV003952,7,54.7,15108.285714285714,105758,True
INV003958,6,85.6,11192.833333333334,67157,True
INV003962,8,68.7,24987.0,199896,True
INV003964,10,51.2,12333.4,123334,True
INV003968,6,92.4,9204.333333333334,55226,True
INV003972,6,84.2,21359.5,128157,True
INV003975,8,50.1,8080.875,64647,True
INV003978,8,68.1,5663.75,45310,True
INV003979,8,56.0,3201.625,25613,True
INV003981,7,67.7,11692.0,81844,True
INV003985,6,93.0,4232.666666666667,25396,True
INV003996,6,95.2,16251.166666666666,97507,True
INV004001,8,40.3,10348.25,82786,True
INV004004,10,40.8,12608.0,126080,True
INV004005,7,73.7,15127.0,105889,True
INV004007,7,38.8,4346.571428571428,30426,True
INV004009,8,62.3,13429.875,107439,True
INV004014,9,61.9,10067.333333333334,90606,True
INV004015,6,88.0,1622.3333333333333,9734,True
INV004017,7,40.5,4325.571428571428,30279,True
INV004023,10,52.0,13540.3,135403,True
INV004037,6,74.6,7653.666666666667,45922,True
INV004038,7,71.7,28258.571428571428,197810,True
INV004049,6,48.2,4095.1666666666665,24571,True
INV004063,8,56.6,10263.25,82106,True
INV004066,7,75.2,8665.857142857143,60661,True
INV004069,6,74.0,7750.666666666667,46504,True
INV004070,7,67.7,4719.857142857143,33039,True
INV004079,7,71.3,11234.285714285714,78640,True
INV004085,7,68.3,14964.0,104748,True
INV004091,6,73.6,3089.6666666666665,18538,True
INV004094,6,55.8,11183.833333333334,67103,True
INV004098,6,58.2,10430.333333333334,62582,True
INV004099,6,58.8,13718.666666666666,82312,True
INV004106,6,55.8,21281.5,127689,True
INV004112,6,55.2,6539.0,39234,True
INV004116,10,54.9,7142.8,71428,True
INV004118,6,64.6,5615.666666666667,33694,True
INV004119,6,73.2,13781.5,82689,True
INV004123,6,85.0,12406.666666666666,74440,True
INV004124,6,63.8,16657.0,99942,True
INV004125,9,61.6,12158.888888888889,109430,True
INV004127,6,87.6,4158.166666666667,24949,True
INV004128,6,67.2,15950.666666666666,95704,True
INV004134,6,35.4,3218.3333333333335,19310,True
INV004135,10,50.1,6609.7,66097,True
INV004143,6,97.0,10237.666666666666,61426,True
INV004145,6,66.2,4618.5,27711,True
INV004146,6,88.2,14615.0,87690,True
INV004147,6,72.2,11150.0,66900,True
INV004149,6,50.2,15323.833333333334,91943,True
INV004151,8,63.1,13848.75,110790,True
INV004153,8,60.0,18402.25,147218,True
INV004154,12,46.7,14460.583333333334,173527,True
INV004172,8,63.0,11687.0,93496,True
INV004174,6,86.6,31584.833333333332,189509,True
INV004175,8,67.9,11159.0,89272,True
INV004177,8,45.4,5488.0,43904,True
INV004179,6,71.2,13594.333333333334,81566,True
INV004181,6,93.4,25293.166666666668,151759,True
INV004191,7,77.2,6441.428571428572,45090,True
INV004196,7,78.3,18447.0,129129,True
INV004199,6,58.2,17996.5,107979,True
INV004202,9,47.6,10173.333333333334,91560,True
INV004203,8,66.6,8798.0,70384,True
INV004208,6,73.4,9500.0,57000,True
INV004212,7,69.3,18736.571428571428,131156,True
INV004216,7,82.0,9646.0,67522,True
INV004228,7,72.3,13327.57142857143,93293,True
INV004232,6,71.4,5171.833333333333,31031,True
INV004239,8,61.1,9860.875,78887,True
INV004241,10,53.7,10378.8,103788,True
INV004243,8,55.7,11047.5,88380,True
INV004246,7,34.2,13919.857142857143,97439,False
INV004247,6,87.2,12008.333333333334,72050,True
INV004248,7,42.7,15096.142857142857,105673,True
INV004258,7,49.7,3841.714285714286,26892,True
INV004266,7,61.8,5112.285714285715,35786,True
INV004267,7,53.3,10034.142857142857,70239,True
INV004270,7,69.7,5929.285714285715,41505,True
INV004271,6,79.8,10934.166666666666,65605,True
INV004279,8,50.3,23249.625,185997,True
INV004281,8,41.7,18094.875,144759,True
INV004282,8,52.9,8017.0,64136,True
INV004285,7,76.2,13244.0,92708,True
INV004288,7,72.8,8120.142857142857,56841,True
INV004289,11,45.9,3863.7272727272725,42501,True
INV004293,6,81.8,18773.0,112638,True
INV004295,9,44.8,8077.222222222223,72695,True
INV004296,6,102.2,12903.166666666666,77419,True
INV004297,9,41.9,13568.555555555555,122117,True
INV004299,8,64.1,9918.0,79344,True
INV004306,7,57.0,10579.42857142857,74056,True
INV004308,7,84.7,11232.285714285714,78626,True
INV004314,6,83.0,18747.5,112485,True
INV004319,9,60.5,13111.222222222223,118001,True
INV004321,9,42.0,12523.444444444445,112711,True
INV004324,7,77.7,9472.0,66304,True
INV004326,10,40.1,11326.1,113261,True
INV004332,8,64.7,2808.0,22464,True
INV004335,8,64.4,12204.625,97637,True
INV004338,10,48.9,13450.5,134505,True
INV004340,6,67.8,8155.833333333333,48935,True
INV004343,6,63.0,15510.833333333334,93065,True
INV004348,6,52.2,25210.166666666668,151261,True
INV004349,7,72.5,21152.428571428572,148067,True
INV004356,6,30.8,4562.5,27375,False
INV004357,8,72.4,6569.375,52555,True
INV004358,8,45.9,10322.875,82583,True
INV004361,8,61.6,2988.25,23906,True
INV004364,6,80.6,4893.833333333333,29363,True
INV004367,6,81.6,24023.166666666668,144139,True
INV004372,6,59.2,10627.333333333334,63764,True
INV004391,6,57.0,8014.333333333333,48086,True
INV004392,6,90.4,23366.166666666668,140197,True
INV004400,8,46.6,23436.25,187490,True
INV004401,8,69.9,13030.25,104242,True
INV004403,6,73.6,2381.0,14286,True
INV004410,11,40.9,7294.272727272727,80237,True
INV004411,6,61.0,12083.833333333334,72503,True
INV004412,7,82.3,7484.285714285715,52390,True
INV004413,8,69.0,10780.75,86246,True
INV004414,8,53.9,12757.75,102062,True
INV004421,6,90.8,12493.0,74958,True
INV004427,11,50.8,11017.545454545454,121193,True
